,customer_id,age,income,purchase_amount,gender,region,total_purchases,preferred_product_category,customer_loyalty_score,signup_date,last_purchase_date,income_rounded,signup_date_formatted,last_purchase_date_formatted
2673,2674,23,92500,504.1900771,Female,South,21,Clothing,10.38149131,11-12-2021,21-11-2022,92500,11-12-2021,21-11-2022
2674,2675,34,52100,470.0977007,Female,West,35,Home & Garden,85.74385585,29-11-2021,13-02-2023,52100,29-11-2021,13-02-2023
2675,2676,76,111100,691.6899342,Male,North,5,Health,52.26931365,29-03-2022,02-07-2023,111100,29-03-2022,02-07-2023
2681,2682,54,55200,324.8472126,Female,East,46,Clothing,3.137968802,16-03-2022,16-03-2023,55200,16-03-2022,16-03-2023
2682,2683,22,45400,1416.605613,Male,South,33,Electronics,31.53049002,29-01-2021,13-09-2023,45400,29-01-2021,13-09-2023
2683,2684,18,112500,502.4043673,Male,South,49,Clothing,26.74454144,01-12-2021,06-01-2023,112500,01-12-2021,06-01-2023
2684,2685,57,89700,947.831584,Male,West,17,Electronics,94.95949953,26-08-2021,08-06-2023,89700,26-08-2021,08-06-2023
2685,2686,29,52200,1190.776275,Male,East,46,Clothing,18.53385689,02-06-2021,09-09-2023,52200,02-06-2021,09-09-2023
2687,2688,53,117200,1779.933095,Female,East,30,Electronics,4.275353775,25-04-2021,30-08-2023,117200,25-04-2021,30-08-2023
2688,2689,62,65700,1496.552793,Female,South,8,Clothing,19.76840857,03-02-2022,11-05-2023,65700,03-02-2022,11-05-2023
2689,2690,40,65900,89.61084426,Female,North,40,Health,33.85973543,01-02-2021,08-12-2022,65900,01-02-2021,08-12-2022
2691,2692,48,77200,1577.435272,Male,South,7,Toys,78.99765801,22-02-2021,29-04-2022,77200,22-02-2021,29-04-2022
2697,2698,33,57100,41.8064495,Male,West,25,Clothing,86.58860907,23-03-2021,29-09-2023,57100,23-03-2021,29-09-2023
2698,2699,27,95900,844.9393541,Female,West,47,Clothing,8.928625153,01-01-2021,15-06-2023,95900,01-01-2021,15-06-2023
2699,2700,46,81800,326.9171615,Male,South,33,Electronics,82.27691015,16-06-2021,01-10-2023,81800,16-06-2021,01-10-2023
2701,2702,29,45500,1423.422545,Female,West,5,Health,33.38416301,02-07-2021,12-11-2023,45500,02-07-2021,12-11-2023
2706,2707,37,102600,1533.218164,Female,North,29,Toys,77.36697714,20-07-2021,18-12-2022,102600,20-07-2021,18-12-2022
2707,2708,25,35500,1584.14951,Female,South,8,Clothing,23.52977618,11-07-2021,15-05-2023,35500,11-07-2021,15-05-2023
2708,2709,60,78000,1285.805036,Male,North,34,Electronics,15.16904491,07-12-2021,27-04-2022,78000,07-12-2021,27-04-2022
2709,2710,29,103000,1709.861795,Female,North,40,Clothing,38.9263463,26-10-2021,06-12-2021,103000,26-10-2021,06-12-2021
2710,2711,18,36400,1479.998485,Male,South,1,Home & Garden,88.32683472,21-05-2022,07-03-2023,36400,21-05-2022,07-03-2023
2711,2712,74,24200,1766.76736,Male,East,29,Toys,9.142507416,11-08-2022,11-06-2023,24200,11-08-2022,11-06-2023
2712,2713,71,64900,879.098336,Female,West,36,Toys,54.29140103,20-05-2021,15-02-2023,64900,20-05-2021,15-02-2023
2713,2714,37,31400,1500.242314,Male,South,37,Toys,8.88074794,02-11-2021,24-08-2022,31400,02-11-2021,24-08-2022
2714,2715,45,81000,1999.508096,Female,East,29,Home & Garden,47.02121212,15-07-2021,13-03-2022,81000,15-07-2021,13-03-2022
2715,2716,74,64300,1455.363771,Male,North,5,Health,12.67915122,02-03-2021,19-12-2023,64300,02-03-2021,19-12-2023
2717,2718,54,32500,1046.27107,Male,South,24,Toys,19.08493331,03-11-2021,23-07-2023,32500,03-11-2021,23-07-2023
2718,2719,64,38900,1182.948627,Female,South,19,Clothing,25.52560194,25-04-2022,24-06-2022,38900,25-04-2022,24-06-2022
2720,2721,29,97700,1926.525436,Male,South,1,Clothing,64.52679472,24-03-2021,17-07-2022,97700,24-03-2021,17-07-2022
2721,2722,54,35800,367.6479597,Male,West,7,Electronics,5.498187562,30-11-2021,12-07-2022,35800,30-11-2021,12-07-2022
2722,2723,66,35900,371.564681,Female,East,17,Electronics,8.080905991,01-06-2022,10-09-2022,35900,01-06-2022,10-09-2022
2725,2726,61,109500,145.112793,Male,East,7,Electronics,62.86049261,23-08-2022,26-09-2023,109500,23-08-2022,26-09-2023
2728,2729,64,30400,147.7115022,Female,North,29,Home & Garden,21.32203491,21-12-2022,05-10-2023,30400,21-12-2022,05-10-2023
2734,2735,37,87000,543.3135105,Male,North,5,Toys,42.46851585,22-01-2021,25-07-2021,87000,22-01-2021,25-07-2021
2736,2737,31,42800,1032.451398,Male,West,23,Health,16.11228967,07-09-2021,30-04-2023,42800,07-09-2021,30-04-2023
2737,2738,19,79300,1617.237992,Male,West,21,Health,25.74489878,23-10-2022,26-10-2023,79300,23-10-2022,26-10-2023
2738,2739,26,44000,118.7318615,Female,West,26,Health,92.56635763,14-03-2021,26-07-2021,44000,14-03-2021,26-07-2021
2739,2740,54,105200,1214.74034,Male,West,47,Health,14.10360109,01-04-2021,27-09-2022,105200,01-04-2021,27-09-2022
2740,2741,37,99700,1617.420722,Male,South,21,Health,96.86995467,25-06-2021,11-12-2021,99700,25-06-2021,11-12-2021
2742,2743,46,58300,49.74463312,Male,East,23,Electronics,45.66067748,23-07-2021,01-07-2022,58300,23-07-2021,01-07-2022
2743,2744,18,39600,639.1723244,Male,West,4,Home & Garden,17.46383807,03-09-2021,11-09-2023,39600,03-09-2021,11-09-2023
2746,2747,23,45600,863.7222945,Male,South,1,Electronics,37.06630679,13-02-2021,16-03-2021,45600,13-02-2021,16-03-2021
2747,2748,54,93200,1113.596565,Female,West,15,Health,26.45162186,01-09-2022,05-08-2023,93200,01-09-2022,05-08-2023
2748,2749,70,50200,1205.788528,Female,West,17,Clothing,6.648680301,02-07-2022,02-07-2023,50200,02-07-2022,02-07-2023
2749,2750,76,30400,563.3352076,Female,West,14,Toys,51.93281166,17-06-2021,11-12-2022,30400,17-06-2021,11-12-2022
2750,2751,22,61200,812.0586793,Female,West,19,Electronics,31.29083331,11-03-2022,03-05-2023,61200,11-03-2022,03-05-2023
2751,2752,50,113000,1561.111674,Female,East,34,Home & Garden,70.7865203,30-01-2021,15-02-2023,113000,30-01-2021,15-02-2023
2752,2753,66,90800,1883.605094,Female,East,6,Electronics,72.35223567,20-08-2022,05-06-2023,90800,20-08-2022,05-06-2023
2753,2754,68,53500,1726.523056,Female,South,45,Electronics,33.21070115,23-12-2021,06-01-2023,53500,23-12-2021,06-01-2023
2754,2755,31,48100,1137.281333,Male,North,49,Electronics,66.91206836,06-05-2022,26-09-2022,48100,06-05-2022,26-09-2022
2755,2756,29,74300,832.3797498,Male,West,6,Electronics,25.86752403,25-09-2022,18-11-2023,74300,25-09-2022,18-11-2023
2758,2759,70,107500,230.9714695,Female,South,33,Electronics,15.1608767,10-09-2021,25-02-2022,107500,10-09-2021,25-02-2022
2764,2765,51,106100,313.1583238,Female,East,7,Clothing,0.917499415,03-05-2021,01-11-2023,106100,03-05-2021,01-11-2023
2765,2766,42,51400,215.396751,Female,West,3,Home & Garden,76.21209754,21-10-2021,14-01-2023,51400,21-10-2021,14-01-2023
2767,2768,46,48400,1263.170375,Male,North,33,Electronics,90.0679387,23-05-2021,09-01-2022,48400,23-05-2021,09-01-2022
2770,2771,48,34100,1581.031071,Male,South,45,Health,73.12516574,26-02-2021,20-05-2021,34100,26-02-2021,20-05-2021
2771,2772,73,100100,1639.846253,Male,West,14,Clothing,67.51494194,11-02-2021,31-08-2023,100100,11-02-2021,31-08-2023
2772,2773,64,86000,1916.66591,Female,West,37,Home & Garden,24.30574406,23-09-2022,11-11-2023,86000,23-09-2022,11-11-2023
2773,2774,60,56700,1652.050612,Female,West,23,Electronics,59.5687735,01-05-2021,03-01-2023,56700,01-05-2021,03-01-2023
2774,2775,67,37700,1138.386045,Male,North,24,Toys,79.37576531,09-12-2021,24-01-2023,37700,09-12-2021,24-01-2023
2777,2778,55,51500,127.933542,Male,East,27,Clothing,25.20970651,13-03-2022,13-11-2023,51500,13-03-2022,13-11-2023
2778,2779,37,118600,1339.721147,Female,East,38,Home & Garden,94.78512885,07-12-2021,20-06-2023,118600,07-12-2021,20-06-2023
2779,2780,40,40600,1618.921786,Male,North,40,Toys,53.82202214,07-12-2021,13-01-2022,40600,07-12-2021,13-01-2022
2780,2781,79,43600,1027.194222,Female,West,45,Toys,3.338618263,20-02-2022,11-07-2023,43600,20-02-2022,11-07-2023
2781,2782,62,31200,128.3340662,Male,East,23,Electronics,40.34306188,01-07-2021,08-01-2022,31200,01-07-2021,08-01-2022
2782,2783,69,91100,1080.231738,Female,East,31,Toys,96.63118582,08-11-2022,23-12-2023,91100,08-11-2022,23-12-2023
2783,2784,33,79200,1872.783538,Male,North,36,Health,73.03729932,21-09-2021,17-02-2023,79200,21-09-2021,17-02-2023
2786,2787,77,55400,1604.302244,Female,North,3,Toys,59.91013556,01-07-2021,07-08-2022,55400,01-07-2021,07-08-2022
2787,2788,72,54700,1865.615618,Male,West,36,Health,2.334816078,20-03-2022,16-05-2022,54700,20-03-2022,16-05-2022
2788,2789,25,113100,1545.052956,Female,North,5,Clothing,17.88333612,08-09-2021,15-06-2023,113100,08-09-2021,15-06-2023
2789,2790,67,87600,1500.447018,Male,West,46,Health,55.17769383,18-05-2021,26-09-2023,87600,18-05-2021,26-09-2023
2790,2791,38,86800,483.5232766,Female,South,15,Toys,40.27525585,06-08-2021,14-07-2022,86800,06-08-2021,14-07-2022
2791,2792,18,91100,138.6518075,Female,West,49,Toys,19.00378145,30-03-2022,09-10-2023,91100,30-03-2022,09-10-2023
2792,2793,72,57900,1044.846941,Male,South,6,Home & Garden,77.26687349,28-03-2021,21-08-2021,57900,28-03-2021,21-08-2021
2793,2794,25,33900,266.3797317,Female,South,10,Electronics,48.89948807,20-10-2021,14-07-2022,33900,20-10-2021,14-07-2022
2794,2795,46,100100,1925.147835,Female,South,32,Health,30.99731424,02-04-2021,10-07-2023,100100,02-04-2021,10-07-2023
2795,2796,49,21900,594.05103,Male,North,23,Electronics,16.16773464,27-07-2021,11-05-2023,21900,27-07-2021,11-05-2023
2796,2797,55,53100,1708.829523,Female,West,48,Electronics,61.11633628,23-07-2021,22-05-2023,53100,23-07-2021,22-05-2023
2798,2799,64,40800,659.9246147,Female,North,46,Clothing,66.95972166,26-03-2021,06-09-2022,40800,26-03-2021,06-09-2022
2799,2800,39,108100,1871.613973,Female,South,20,Health,22.02873603,26-10-2022,04-12-2022,108100,26-10-2022,04-12-2022
2800,2801,64,103500,739.3786927,Male,East,44,Electronics,59.53384072,05-06-2021,25-06-2022,103500,05-06-2021,25-06-2022
2801,2802,51,66200,792.7700592,Female,North,41,Home & Garden,90.54064649,20-10-2021,04-02-2023,66200,20-10-2021,04-02-2023
2802,2803,18,69000,230.0617236,Female,East,15,Electronics,35.31876008,17-06-2022,08-01-2023,69000,17-06-2022,08-01-2023
2803,2804,72,87300,1347.484397,Female,South,44,Clothing,21.07669326,10-06-2021,29-08-2022,87300,10-06-2021,29-08-2022
2804,2805,72,100400,591.9020407,Female,East,46,Electronics,77.2149516,21-01-2022,14-09-2022,100400,21-01-2022,14-09-2022
2805,2806,43,23300,1179.496252,Female,East,22,Toys,17.68829402,30-04-2022,19-10-2023,23300,30-04-2022,19-10-2023
2807,2808,27,102000,1444.015397,Female,East,4,Home & Garden,10.06443943,05-06-2021,22-09-2023,102000,05-06-2021,22-09-2023
2808,2809,47,95500,1495.578143,Female,North,23,Health,26.78743161,23-05-2021,04-08-2023,95500,23-05-2021,04-08-2023
2810,2811,35,109500,675.3640563,Male,West,45,Toys,6.415786194,11-10-2021,28-01-2022,109500,11-10-2021,28-01-2022
2812,2813,43,50000,633.5339858,Male,East,45,Toys,51.36747922,04-02-2021,05-09-2023,50000,04-02-2021,05-09-2023
2815,2816,57,28600,1713.055204,Male,West,3,Toys,66.98352296,28-01-2022,24-04-2022,28600,28-01-2022,24-04-2022
2816,2817,66,84000,875.1986917,Male,East,28,Clothing,43.17817359,12-02-2022,10-09-2022,84000,12-02-2022,10-09-2022
2818,2819,44,104300,1385.850912,Female,West,14,Electronics,82.14021435,23-01-2022,09-12-2023,104300,23-01-2022,09-12-2023
2819,2820,25,28300,1212.833398,Female,South,18,Toys,67.18491119,27-11-2022,22-11-2023,28300,27-11-2022,22-11-2023
2820,2821,42,83300,232.3487303,Male,North,27,Clothing,49.13356192,24-10-2021,24-08-2022,83300,24-10-2021,24-08-2022
2821,2822,63,45900,1026.174237,Male,South,10,Toys,78.22693506,19-11-2021,29-07-2023,45900,19-11-2021,29-07-2023
2822,2823,21,111700,1476.247209,Male,South,49,Home & Garden,49.42853114,03-05-2022,19-09-2023,111700,03-05-2022,19-09-2023
2824,2825,18,113100,1265.710731,Male,South,19,Home & Garden,11.63402232,08-02-2021,24-10-2023,113100,08-02-2021,24-10-2023
2826,2827,48,34100,467.7801676,Male,North,4,Health,21.35630085,18-05-2022,26-07-2022,34100,18-05-2022,26-07-2022
2827,2828,33,69900,1748.203864,Female,North,15,Home & Garden,81.5924991,21-06-2022,10-08-2022,69900,21-06-2022,10-08-2022
2828,2829,31,92800,1632.83912,Male,South,48,Home & Garden,24.67054073,12-11-2021,23-12-2021,92800,12-11-2021,23-12-2021
2829,2830,70,115500,483.1671851,Male,South,8,Health,43.07800939,11-05-2022,16-11-2022,115500,11-05-2022,16-11-2022
2830,2831,65,29100,417.2515385,Female,West,49,Clothing,65.49481121,27-04-2021,08-05-2023,29100,27-04-2021,08-05-2023
2833,2834,43,77100,626.6696208,Female,North,31,Home & Garden,68.99129726,18-11-2022,04-10-2023,77100,18-11-2022,04-10-2023
2834,2835,79,39800,321.5346892,Male,East,18,Electronics,54.30828891,21-03-2022,06-04-2022,39800,21-03-2022,06-04-2022
2835,2836,45,83400,542.671529,Male,West,12,Toys,56.5889756,02-05-2022,19-12-2022,83400,02-05-2022,19-12-2022
2836,2837,19,112500,866.464964,Female,South,48,Toys,10.57717935,15-02-2022,27-05-2022,112500,15-02-2022,27-05-2022
2837,2838,67,49500,1471.019908,Female,West,30,Home & Garden,43.59491504,15-09-2022,08-12-2023,49500,15-09-2022,08-12-2023
2838,2839,23,96600,685.8900269,Male,South,33,Clothing,8.657139536,25-10-2021,06-05-2022,96600,25-10-2021,06-05-2022
2839,2840,26,66700,670.6365922,Female,North,47,Clothing,30.7863291,21-02-2021,30-09-2021,66700,21-02-2021,30-09-2021
2840,2841,50,40000,584.1282401,Male,South,7,Electronics,90.03121411,31-10-2021,10-10-2023,40000,31-10-2021,10-10-2023
2841,2842,58,40900,967.0016617,Female,East,28,Electronics,57.45334006,15-10-2021,11-06-2022,40900,15-10-2021,11-06-2022
2843,2844,65,73800,981.5488534,Female,West,3,Clothing,57.38858674,28-04-2021,16-09-2022,73800,28-04-2021,16-09-2022
2847,2848,30,118000,168.7433621,Female,North,38,Electronics,13.84050029,07-05-2021,31-01-2023,118000,07-05-2021,31-01-2023
2848,2849,48,93700,1080.606922,Female,North,15,Health,81.69067101,20-10-2021,19-11-2021,93700,20-10-2021,19-11-2021
2849,2850,58,61300,1711.821065,Female,West,7,Clothing,55.5392179,03-06-2022,04-09-2023,61300,03-06-2022,04-09-2023
2850,2851,28,39000,29.67124272,Female,East,43,Toys,0.427520217,10-08-2021,21-03-2022,39000,10-08-2021,21-03-2022
2851,2852,21,112900,1874.589383,Female,East,30,Electronics,51.97784863,18-03-2021,08-12-2021,112900,18-03-2021,08-12-2021
2854,2855,55,104900,976.0524347,Female,West,18,Home & Garden,77.12572199,27-04-2021,14-02-2022,104900,27-04-2021,14-02-2022
2855,2856,63,65600,1325.527627,Female,East,22,Clothing,89.94998837,19-10-2021,20-05-2022,65600,19-10-2021,20-05-2022
2858,2859,36,71200,1673.100868,Female,West,40,Health,90.87809432,06-06-2021,09-12-2022,71200,06-06-2021,09-12-2022
2859,2860,23,36300,1516.655032,Male,East,24,Electronics,91.26293114,26-07-2022,03-04-2023,36300,26-07-2022,03-04-2023
2860,2861,51,88700,977.1364283,Female,West,8,Clothing,11.4638143,03-07-2021,06-04-2022,88700,03-07-2021,06-04-2022
2863,2864,58,97500,1607.048132,Male,North,43,Toys,50.64625847,04-11-2022,11-06-2023,97500,04-11-2022,11-06-2023
2865,2866,36,112000,973.5464976,Female,East,3,Electronics,19.91022904,16-01-2021,16-11-2023,112000,16-01-2021,16-11-2023
2866,2867,62,118700,1367.522346,Male,North,31,Clothing,63.97866288,08-04-2021,09-01-2022,118700,08-04-2021,09-01-2022
2867,2868,28,97300,1720.506335,Female,East,27,Home & Garden,64.43790464,08-09-2022,16-10-2022,97300,08-09-2022,16-10-2022
2868,2869,18,86700,1265.168826,Male,West,46,Clothing,16.03539847,27-10-2021,23-06-2023,86700,27-10-2021,23-06-2023
2869,2870,41,96500,1530.438847,Male,South,27,Clothing,23.85274393,26-02-2022,14-11-2023,96500,26-02-2022,14-11-2023
2870,2871,79,74100,1535.235638,Male,North,9,Home & Garden,46.2021784,03-11-2021,14-01-2023,74100,03-11-2021,14-01-2023
2871,2872,71,110100,725.3976686,Female,North,33,Clothing,18.82093765,01-10-2021,27-02-2022,110100,01-10-2021,27-02-2022
2872,2873,24,111700,562.6847274,Male,West,33,Home & Garden,58.49939785,18-09-2021,03-05-2023,111700,18-09-2021,03-05-2023
2873,2874,42,91200,1606.304853,Male,South,26,Clothing,48.4541731,27-08-2021,11-04-2023,91200,27-08-2021,11-04-2023
2874,2875,38,38200,766.8140077,Male,South,28,Health,51.91981785,28-11-2021,31-08-2023,38200,28-11-2021,31-08-2023
2875,2876,32,72500,1808.605293,Female,South,44,Clothing,13.44675528,25-04-2021,21-09-2022,72500,25-04-2021,21-09-2022
2876,2877,18,102900,157.9875795,Female,West,43,Clothing,51.72518254,25-09-2021,24-07-2022,102900,25-09-2021,24-07-2022
2877,2878,29,113200,135.2706739,Female,North,31,Health,4.947819105,12-01-2021,02-05-2021,113200,12-01-2021,02-05-2021
2878,2879,75,96600,1855.468237,Male,North,1,Electronics,88.1535298,14-03-2021,08-06-2021,96600,14-03-2021,08-06-2021
2880,2881,32,76900,771.6067258,Female,West,12,Toys,85.63373248,27-06-2021,21-01-2023,76900,27-06-2021,21-01-2023
2881,2882,38,94700,1515.019621,Male,West,17,Health,70.16563687,16-09-2021,28-11-2023,94700,16-09-2021,28-11-2023
2882,2883,36,72600,1351.207084,Male,West,15,Electronics,76.61725893,04-02-2022,14-08-2022,72600,04-02-2022,14-08-2022
2883,2884,77,86500,1071.778073,Female,South,34,Clothing,31.45444945,27-09-2021,12-12-2021,86500,27-09-2021,12-12-2021
2885,2886,42,59600,1628.115583,Male,South,4,Health,40.67405538,12-11-2022,06-11-2023,59600,12-11-2022,06-11-2023
2886,2887,50,69700,1734.725918,Female,South,8,Clothing,2.422586241,01-05-2022,15-04-2023,69700,01-05-2022,15-04-2023
2887,2888,66,54600,360.8940033,Male,South,34,Electronics,91.87556769,03-08-2022,20-02-2023,54600,03-08-2022,20-02-2023
2888,2889,49,116500,1704.013071,Male,East,46,Toys,38.7014266,28-02-2021,28-04-2021,116500,28-02-2021,28-04-2021
2889,2890,66,53900,1758.137676,Female,South,25,Home & Garden,98.85566048,04-10-2022,05-12-2022,53900,04-10-2022,05-12-2022
2890,2891,52,64400,1107.868652,Female,West,15,Home & Garden,76.14494208,23-09-2021,13-11-2021,64400,23-09-2021,13-11-2021
2891,2892,61,115500,1319.234492,Female,East,28,Health,8.05150098,16-03-2021,15-10-2021,115500,16-03-2021,15-10-2021
2892,2893,55,50700,776.8298936,Female,North,9,Clothing,66.01882778,31-03-2021,27-06-2023,50700,31-03-2021,27-06-2023
2894,2895,28,67800,1449.526631,Female,West,17,Home & Garden,24.37186456,23-12-2021,19-03-2022,67800,23-12-2021,19-03-2022
2895,2896,52,70800,1726.512795,Female,West,10,Electronics,25.65626699,03-06-2021,20-06-2023,70800,03-06-2021,20-06-2023
2896,2897,25,99500,1315.073555,Female,West,9,Clothing,91.60750487,06-08-2021,28-10-2021,99500,06-08-2021,28-10-2021
2897,2898,63,113100,1032.949409,Male,West,31,Toys,49.99801761,01-05-2022,17-06-2023,113100,01-05-2022,17-06-2023
2899,2900,27,102100,125.848251,Female,West,24,Clothing,28.09478258,10-05-2021,07-09-2021,102100,10-05-2021,07-09-2021
2900,2901,19,115500,902.4697447,Male,South,19,Clothing,52.29544552,07-03-2021,17-11-2022,115500,07-03-2021,17-11-2022
2902,2903,26,98400,1147.282571,Male,West,43,Health,32.11390404,15-01-2022,25-09-2023,98400,15-01-2022,25-09-2023
2903,2904,20,67600,777.8037988,Male,South,49,Home & Garden,24.6968848,09-11-2021,10-02-2022,67600,09-11-2021,10-02-2022
2904,2905,38,63400,1519.234457,Male,West,10,Health,40.90068985,11-02-2022,12-03-2023,63400,11-02-2022,12-03-2023
2906,2907,25,87400,1194.105748,Male,East,38,Health,22.20437761,04-10-2021,02-01-2022,87400,04-10-2021,02-01-2022
2908,2909,19,55500,29.33060253,Male,North,28,Clothing,12.46116765,13-02-2022,30-04-2023,55500,13-02-2022,30-04-2023
2909,2910,23,54500,163.3310086,Male,East,1,Health,48.02072077,10-11-2021,09-03-2022,54500,10-11-2021,09-03-2022
2911,2912,70,94800,1766.82546,Male,West,15,Toys,2.266532107,06-09-2021,29-01-2023,94800,06-09-2021,29-01-2023
2913,2914,43,67000,1427.570774,Male,North,21,Toys,81.0384794,03-02-2022,04-09-2023,67000,03-02-2022,04-09-2023
2915,2916,29,89400,1585.323754,Female,East,15,Electronics,86.51908131,27-03-2022,14-05-2023,89400,27-03-2022,14-05-2023
2918,2919,65,83700,204.3521699,Male,East,15,Health,84.73423258,13-07-2022,16-03-2023,83700,13-07-2022,16-03-2023
2920,2921,32,39700,1777.332977,Female,West,9,Toys,55.27518332,22-03-2022,10-04-2023,39700,22-03-2022,10-04-2023
2921,2922,61,109100,1289.706104,Male,West,44,Toys,77.6310653,08-12-2022,28-02-2023,109100,08-12-2022,28-02-2023
2922,2923,53,98900,839.0162382,Male,South,39,Toys,8.479801625,13-04-2021,10-09-2022,98900,13-04-2021,10-09-2022
2923,2924,32,74200,599.7694761,Male,East,5,Toys,85.86454672,24-11-2021,03-07-2022,74200,24-11-2021,03-07-2022
2927,2928,23,35600,1938.556367,Female,South,8,Toys,32.6782846,27-02-2021,17-10-2022,35600,27-02-2021,17-10-2022
2928,2929,63,50000,1867.493753,Male,South,22,Toys,7.394868987,15-04-2021,24-04-2021,50000,15-04-2021,24-04-2021
2930,2931,61,116400,855.2230743,Female,North,48,Toys,17.45104024,10-03-2021,01-09-2021,116400,10-03-2021,01-09-2021
2931,2932,76,72300,1388.777503,Female,South,12,Clothing,63.0049902,29-10-2021,27-02-2022,72300,29-10-2021,27-02-2022
2933,2934,62,78300,1703.850386,Female,South,10,Electronics,28.11515034,21-06-2022,13-11-2023,78300,21-06-2022,13-11-2023
2934,2935,38,48900,840.3674878,Male,South,48,Home & Garden,98.56609575,04-02-2021,28-09-2021,48900,04-02-2021,28-09-2021
2935,2936,40,80100,242.5243777,Male,South,10,Electronics,6.416621811,15-01-2021,30-03-2022,80100,15-01-2021,30-03-2022
2936,2937,60,42800,169.7481204,Female,North,9,Clothing,60.7872011,16-04-2021,17-08-2022,42800,16-04-2021,17-08-2022
2937,2938,72,95500,1162.58681,Female,West,26,Home & Garden,47.95439275,31-12-2022,07-10-2023,95500,31-12-2022,07-10-2023
2938,2939,33,89500,1292.403312,Male,West,35,Health,24.54841071,15-03-2021,06-05-2023,89500,15-03-2021,06-05-2023
2940,2941,70,48100,599.1797403,Male,East,31,Electronics,73.70843582,04-07-2022,07-02-2023,48100,04-07-2022,07-02-2023
2941,2942,77,95400,351.5915713,Male,West,19,Home & Garden,91.63148745,16-07-2021,16-05-2022,95400,16-07-2021,16-05-2022
2943,2944,42,33300,720.0787448,Female,South,38,Health,19.39802121,17-11-2022,06-02-2023,33300,17-11-2022,06-02-2023
2944,2945,53,110100,282.288529,Female,South,6,Electronics,98.62697473,10-07-2022,23-03-2023,110100,10-07-2022,23-03-2023
2945,2946,28,45100,1351.119652,Male,North,15,Home & Garden,1.502267424,28-10-2022,09-02-2023,45100,28-10-2022,09-02-2023
2948,2949,21,90500,718.3284179,Female,West,45,Electronics,26.31615251,22-05-2021,21-11-2021,90500,22-05-2021,21-11-2021
2949,2950,38,45900,664.8903789,Female,South,5,Health,66.30288804,08-11-2021,29-07-2023,45900,08-11-2021,29-07-2023
2951,2952,39,33700,1757.266544,Female,East,2,Toys,45.0213931,01-02-2021,19-08-2021,33700,01-02-2021,19-08-2021
2952,2953,36,112300,99.75698733,Male,West,23,Health,74.94195054,26-01-2021,05-08-2022,112300,26-01-2021,05-08-2022
2953,2954,51,43400,1613.568978,Female,South,44,Electronics,64.60702593,12-09-2021,03-01-2023,43400,12-09-2021,03-01-2023
2954,2955,31,78200,750.5954731,Female,North,46,Health,47.29418635,25-02-2021,02-11-2022,78200,25-02-2021,02-11-2022
2955,2956,78,113400,1712.145671,Female,West,19,Electronics,4.98122998,20-10-2021,07-02-2022,113400,20-10-2021,07-02-2022
2956,2957,21,43700,1608.361957,Male,East,24,Home & Garden,74.1749805,29-09-2022,22-11-2023,43700,29-09-2022,22-11-2023
2958,2959,70,111200,1393.87554,Male,North,47,Electronics,22.44946884,22-02-2021,28-12-2022,111200,22-02-2021,28-12-2022
2959,2960,69,54700,336.0728584,Male,East,27,Toys,94.82686498,11-04-2021,20-01-2022,54700,11-04-2021,20-01-2022
2961,2962,44,30300,820.8923076,Male,West,17,Clothing,96.22686817,24-09-2021,14-07-2022,30300,24-09-2021,14-07-2022
2962,2963,46,77700,922.1387184,Female,East,25,Electronics,25.62169322,02-01-2021,24-01-2022,77700,02-01-2021,24-01-2022
2963,2964,64,29300,1417.402921,Male,North,46,Clothing,83.57933276,22-01-2021,01-03-2023,29300,22-01-2021,01-03-2023
2964,2965,45,31500,1645.263669,Female,West,31,Home & Garden,60.77214043,01-08-2022,23-01-2023,31500,01-08-2022,23-01-2023
2965,2966,52,100100,487.9586318,Male,North,28,Clothing,98.15036893,31-07-2021,05-12-2022,100100,31-07-2021,05-12-2022
2967,2968,33,21100,796.1561269,Female,West,22,Toys,97.29680449,13-06-2022,21-07-2022,21100,13-06-2022,21-07-2022
2968,2969,59,95400,750.0317895,Male,East,5,Home & Garden,95.17676183,23-01-2022,01-04-2023,95400,23-01-2022,01-04-2023
2969,2970,53,97000,1386.251131,Female,East,44,Electronics,0.766086689,14-01-2021,11-11-2023,97000,14-01-2021,11-11-2023
2970,2971,47,98200,786.6228828,Male,South,42,Electronics,74.10854102,03-06-2022,09-11-2023,98200,03-06-2022,09-11-2023
2971,2972,35,76600,705.2948303,Male,North,8,Electronics,27.19345612,10-08-2021,12-05-2023,76600,10-08-2021,12-05-2023
2973,2974,66,64800,220.5267252,Male,East,28,Health,98.06112013,07-02-2022,07-04-2023,64800,07-02-2022,07-04-2023
2975,2976,21,71300,512.4762797,Male,West,12,Electronics,56.69878324,14-10-2021,19-12-2023,71300,14-10-2021,19-12-2023
2977,2978,42,20400,350.1932524,Female,East,38,Clothing,25.33587822,04-09-2021,15-10-2023,20400,04-09-2021,15-10-2023
2978,2979,47,76900,1221.189829,Female,West,44,Health,22.51219371,01-04-2021,21-01-2023,76900,01-04-2021,21-01-2023
2980,2981,24,115200,61.69441144,Female,North,44,Home & Garden,9.391985717,13-03-2022,30-08-2022,115200,13-03-2022,30-08-2022
2981,2982,48,56000,92.12237774,Male,North,41,Home & Garden,65.67499108,27-12-2022,19-08-2023,56000,27-12-2022,19-08-2023
