,y_test,top1_digit,top1_prob,top2_digit,top2_prob
8265,7,7,0.98702127,2,0.008693784
8266,8,8,0.99999994,3,1.8366903e-08
8267,9,9,0.99556494,8,0.0030522444
8268,1,1,0.9998855,2,9.0938214e-05
8269,4,4,0.99999803,2,1.1723135e-06
8270,5,5,0.99999446,8,4.9188407e-06
8271,3,3,0.99999624,5,3.6397146e-06
8272,3,3,0.99953145,8,0.00046198076
8273,0,0,0.9961387,9,0.0023481548
8274,9,9,0.9999915,4,3.748285e-06
8275,5,5,0.98938346,6,0.008414801
8276,4,4,0.9999923,2,6.9438374e-06
8277,3,3,0.9499994,5,0.04349607
8278,0,0,0.98335683,2,0.016332269
8279,8,8,0.9999885,9,6.286224e-06
8280,4,4,0.99997574,8,2.3446553e-05
8281,6,6,0.99682677,1,0.0023607581
8282,7,7,0.993311,3,0.0061268113
8283,0,0,0.9988069,2,0.0011828354
8284,7,7,0.99425733,3,0.0043786787
8285,7,7,0.99995834,3,2.0505711e-05
8286,1,1,0.99975586,2,0.00015300004
8287,6,6,0.99956185,2,0.00040458766
8288,9,9,0.999929,4,5.382968e-05
8289,1,1,0.9999971,7,1.7063389e-06
8290,3,3,0.99989754,8,6.315688e-05
8291,6,6,0.99999887,4,3.837313e-07
8292,2,2,0.9999973,7,2.3642351e-06
8293,3,3,0.9999942,5,5.5096325e-06
8294,8,8,0.9999998,2,8.47463e-08
8295,2,2,0.9999996,7,1.5573941e-07
8296,3,3,0.99965644,5,0.00030971647
8297,8,8,0.99999887,9,9.1521196e-07
8298,9,9,0.9984276,5,0.0015579453
8299,5,5,0.9743716,8,0.025618346
8300,8,8,0.99999994,9,8.649688e-09
8301,8,8,0.9999997,9,2.1110202e-07
8302,7,7,0.9996225,3,0.00037188717
8303,1,1,0.99999315,2,2.538251e-06
8304,7,7,0.9988374,3,0.0007727789
8305,1,1,0.999934,2,4.1347113e-05
8306,1,1,0.99999756,2,1.9232891e-06
8307,0,0,0.9999582,2,3.848313e-05
8308,3,3,0.99998456,5,1.5050958e-05
8309,4,4,0.99999875,8,1.0421999e-06
8310,2,2,0.9992945,1,0.0006972531
8311,6,6,0.9980235,4,0.0019704683
8312,4,4,0.9999817,8,1.6544864e-05
8313,7,7,0.9986994,3,0.0007988726
8314,4,4,0.9999998,7,9.964149e-08
8315,2,2,0.9999955,7,3.941661e-06
8316,7,7,0.6038341,2,0.26549867
8317,4,4,0.9982375,8,0.0017350952
8318,2,2,0.99999875,8,1.0877276e-06
8319,9,9,0.99992174,5,4.123926e-05
8320,2,2,0.9999941,7,5.6340045e-06
8321,7,7,0.98736715,3,0.006165209
8322,9,9,0.9995515,5,0.00021611982
8323,2,2,0.99999505,8,4.572692e-06
8324,1,1,0.99988204,2,6.235275e-05
8325,0,0,0.9865677,6,0.011925919
8326,6,2,0.47192854,6,0.41221777
8327,5,5,0.9995267,8,0.0003032111
8328,3,3,0.9999998,5,1.6085411e-07
8329,4,4,0.9999959,1,2.285364e-06
8330,8,8,0.99997777,2,2.1444195e-05
8331,5,5,0.9999965,8,3.094524e-06
8332,9,9,0.99844074,7,0.0014270652
8333,6,6,0.99997073,4,2.1413001e-05
8334,9,9,0.9998855,4,0.00010723849
8335,0,0,0.9999675,4,2.7520724e-05
8336,6,6,0.9993083,4,0.0006869855
8337,3,3,0.9999998,5,1.3894116e-07
8338,0,0,0.99989635,2,8.778719e-05
8339,8,8,0.9947408,2,0.0036894074
8340,1,1,0.9999915,2,7.3446463e-06
8341,6,6,0.9999996,4,3.3375795e-07
8342,0,0,0.999486,2,0.00050114206
8343,0,0,0.9999259,2,7.299028e-05
8344,1,1,0.99978733,2,0.00018259637
8345,2,2,0.99999994,1,4.2480495e-09
8346,3,3,0.9999984,5,1.5539244e-06
8347,4,4,0.99999756,9,2.0521256e-06
8348,5,5,0.99999994,3,1.4732816e-09
8349,6,6,0.9999979,4,2.0589994e-06
8350,7,7,0.9999518,3,3.0543808e-05
8351,0,0,0.99667346,2,0.0032617871
8352,1,1,0.99995285,8,2.6041083e-05
8353,2,2,0.9999806,4,1.9033305e-05
8354,3,3,0.9999706,5,2.9368059e-05
8355,4,4,0.9999835,8,1.6073433e-05
8356,7,7,0.9998804,3,5.0201103e-05
8357,8,8,0.99999994,2,1.2768253e-08
8358,9,9,0.9999122,7,4.7979967e-05
8359,0,0,0.9999624,2,3.531533e-05
8360,1,1,0.99996024,2,2.820009e-05
8361,2,2,0.9999979,7,1.5117987e-06
8362,3,3,0.99949497,5,0.0005048289
8363,4,4,0.99999887,8,7.1262446e-07
8364,7,7,0.999138,3,0.00085106876
8365,2,2,0.99999994,8,2.419081e-09
8366,5,5,0.99999934,3,5.054259e-07
8367,1,1,0.9999842,2,1.4806676e-05
8368,6,6,0.9999996,5,2.1154537e-07
8369,4,4,0.99998695,8,9.078975e-06
8370,3,3,0.9999998,5,1.5575327e-07
8371,9,9,0.999996,4,2.2451059e-06
8372,9,9,0.9999493,4,4.7120113e-05
8373,0,0,0.99989814,2,0.00010060666
8374,9,9,0.9995976,8,0.00034528863
8375,7,7,0.9999867,4,6.7578158e-06
8376,1,1,0.9869371,8,0.005788043
8377,6,6,0.9999929,4,4.507572e-06
8378,4,4,0.9999464,8,4.8983424e-05
8379,3,3,0.99992377,8,5.9622762e-05
8380,6,6,0.9999998,4,1.14154375e-07
8381,2,2,0.9999799,1,1.188308e-05
8382,0,0,0.93974364,2,0.05997265
8383,9,9,0.99999326,5,3.6569436e-06
8384,8,8,0.99999994,2,2.2422043e-10
8385,6,6,0.9999997,4,2.933395e-07
8386,5,5,0.9999984,8,1.5333708e-06
8387,7,7,0.9999117,9,3.542921e-05
8388,0,0,0.99975455,2,0.0002197947
8389,0,0,0.9997797,2,0.0001999034
8390,1,1,0.9999985,7,9.867837e-07
8391,7,7,0.9999493,2,3.95904e-05
8392,4,4,0.9999886,8,1.1145761e-05
8393,3,3,0.99999946,5,4.1065687e-07
8394,2,2,0.9999998,7,8.866306e-08
8395,4,4,0.9999997,8,8.697751e-08
8396,1,1,0.9999446,2,4.3760607e-05
8397,3,3,0.99920315,5,0.00078794203
8398,7,7,0.9999612,2,1.9053568e-05
8399,6,6,0.99999994,5,1.7427984e-08
8400,4,4,0.9999996,2,2.7373395e-07
8401,7,7,0.99996823,2,2.6878432e-05
8402,7,7,0.9997276,2,0.00011581259
8403,7,7,0.99998826,3,5.3878707e-06
8404,9,9,0.9999953,4,2.4744147e-06
8405,8,8,0.999999,5,8.479267e-07
8406,4,4,0.9929933,9,0.006994413
8407,3,3,0.9999997,5,1.8130383e-07
8408,8,8,0.9352759,5,0.028571825
8409,2,2,0.99999946,1,3.2464635e-07
8410,8,8,0.99981475,6,0.0001452404
8411,3,3,0.9999979,5,1.6228996e-06
8412,5,5,0.99989873,3,9.812043e-05
8413,8,8,0.9999998,6,9.193809e-08
8414,0,0,0.9999587,2,3.5293513e-05
8415,5,5,0.999994,3,5.6768167e-06
8416,4,4,0.9974236,8,0.002512698
8417,7,7,0.999999,9,8.942679e-07
8418,1,1,0.9998691,8,9.785465e-05
8419,3,3,0.9999983,8,1.1723195e-06
8420,1,1,0.99999815,2,1.1626084e-06
8421,7,7,0.99992067,2,4.870557e-05
8422,9,9,0.99997896,5,1.9723284e-05
8423,6,6,0.9999985,4,9.878429e-07
8424,2,2,0.99999994,8,4.553495e-09
8425,0,0,0.99995226,2,3.8779952e-05
8426,9,9,0.9977158,4,0.002217279
8427,1,1,0.99999934,8,3.406839e-07
8428,7,7,0.9999971,9,2.158869e-06
8429,3,3,0.9999986,5,1.2606229e-06
8430,3,3,0.9999997,5,1.8291551e-07
8431,9,9,0.99999124,4,6.021529e-06
8432,1,1,0.9999986,2,9.276281e-07
8433,6,6,0.999999,4,9.820216e-07
8434,4,4,0.9999998,9,1.267796e-07
8435,3,3,0.99964976,5,0.00035019778
8436,9,9,0.99999887,8,9.230069e-07
8437,8,8,0.99999994,2,4.0435516e-11
8438,2,2,0.99999994,8,1.9981996e-09
8439,1,1,0.9999742,8,1.43316665e-05
8440,8,8,0.99999994,5,1.3207513e-10
8441,6,6,0.99999875,4,1.1763024e-06
8442,4,4,0.9999897,2,7.461127e-06
8443,1,1,0.99999195,2,6.427236e-06
8444,5,5,0.9999947,3,4.5211887e-06
8445,5,5,0.9999997,3,6.427034e-08
8446,6,6,0.99999994,5,2.9550986e-08
8447,5,5,0.9999997,3,1.15108726e-07
8448,0,0,0.9999928,6,7.101909e-06
8449,1,1,0.99995404,6,2.271472e-05
8450,2,2,0.99999994,8,3.6444273e-08
8451,3,3,0.9999996,5,2.2002715e-07
8452,4,4,0.9999941,7,5.860729e-06
8453,5,5,0.9999886,3,1.0820454e-05
8454,6,6,0.99999994,4,2.567456e-10
8455,7,7,0.9999834,3,1.2115876e-05
8456,8,8,0.9999948,6,4.2615743e-06
8457,9,9,0.9999996,3,2.721389e-07
8458,0,0,0.99999934,6,5.3935e-07
8459,1,1,0.9956245,2,0.0017653418
8460,2,2,0.9999991,8,7.69469e-07
8461,3,3,0.99999756,8,2.22544e-06
8462,4,4,0.9999823,7,1.0868796e-05
8463,5,5,0.9999971,3,2.8256975e-06
8464,6,6,0.99999994,4,2.4606137e-09
8465,7,7,0.9840101,3,0.015026887
8466,8,8,0.99999994,2,5.491819e-09
8467,9,9,0.9999992,8,3.194132e-07
8468,0,0,0.9999729,6,2.4883102e-05
8469,1,1,0.99865097,8,0.000646242
8470,2,2,0.99999994,8,2.1399284e-08
8471,3,3,0.99999994,5,3.894283e-09
8472,4,4,0.99992937,7,4.1686435e-05
8473,5,5,0.9999983,3,1.430741e-06
8474,6,6,0.99999994,5,5.554775e-09
8475,7,7,0.9995231,3,0.0003400821
8476,8,8,0.9999934,2,4.9284376e-06
8477,9,9,0.9999972,8,2.2759903e-06
8478,6,6,0.9999998,5,7.68189e-08
8479,9,9,0.99999434,8,4.239759e-06
8480,7,7,0.9999636,3,2.4663392e-05
8481,0,0,0.9999954,9,1.9709064e-06
8482,2,2,0.9999996,3,2.283872e-07
8483,3,3,0.9999998,8,1.0008816e-07
8484,4,4,0.99999994,9,3.6579863e-08
8485,3,3,0.999996,8,2.4668932e-06
8486,8,8,0.9999638,2,3.4702807e-05
8487,5,5,0.99999994,3,5.0155865e-08
8488,1,1,0.99994594,2,3.4758355e-05
8489,3,3,0.99999946,5,3.2115037e-07
8490,0,0,0.99998206,6,1.2473071e-05
8491,1,1,0.9938491,8,0.0044644033
8492,2,2,0.9999978,7,1.2661267e-06
8493,1,1,0.9945301,8,0.0038918469
8494,3,3,0.9999966,5,2.5125764e-06
8495,2,2,0.9999843,8,1.0472815e-05
8496,0,0,0.99997514,2,1.1413459e-05
8497,7,7,0.9900875,3,0.008446099
8498,2,2,0.9999748,1,9.170592e-06
8499,6,6,0.99999994,5,8.242672e-09
8500,4,4,0.99999994,2,5.150258e-09
8501,0,0,0.9999235,6,3.19745e-05
8502,5,5,0.99981713,3,0.00018175485
8503,9,9,0.9997673,5,0.00018643745
8504,9,9,0.99602735,5,0.003953189
8505,8,8,0.99999946,2,4.7472312e-07
8506,9,9,0.9999595,4,3.1506916e-05
8507,5,5,0.9999954,8,4.0166783e-06
8508,3,3,0.9986024,5,0.0013530198
8509,1,1,0.9311629,8,0.05470906
8510,7,7,0.97471154,3,0.017445643
8511,4,4,0.99989504,7,8.2758816e-05
8512,7,7,0.9830304,3,0.015732564
8513,0,0,0.9999978,5,9.4225146e-07
8514,0,0,0.99999875,9,1.072173e-06
8515,6,6,0.9999986,5,8.785697e-07
8516,6,6,0.9999996,8,4.0921276e-07
8517,6,6,0.9999992,8,5.01715e-07
8518,3,3,0.9999998,5,1.0558963e-07
8519,7,7,0.94730484,3,0.044495717
8520,4,4,0.6941681,9,0.2525395
8521,2,2,0.999991,8,6.136931e-06
8522,8,8,0.98558813,2,0.014384244
8523,9,9,0.99970055,5,0.00024172007
8524,8,8,0.99998444,2,1.5509291e-05
8525,7,7,0.96180975,3,0.035449237
8526,1,1,0.99974,2,0.00015627821
8527,4,4,0.682546,9,0.29262722
8528,0,0,0.99999815,6,1.4972602e-06
8529,4,4,0.99999887,9,6.7022614e-07
8530,8,8,0.999587,2,0.00041241045
8531,5,5,0.9999979,3,1.9817148e-06
8532,2,2,0.9999992,1,5.7976433e-07
8533,3,3,0.999996,8,3.9873844e-06
8534,9,9,0.9999537,4,2.5900896e-05
8535,0,0,0.9999983,2,1.5165936e-06
8536,1,1,0.9999564,4,2.2384334e-05
8537,9,9,0.9999953,4,2.3511352e-06
8538,1,1,0.9999408,8,3.973137e-05
8539,5,5,0.99999744,0,1.9445038e-06
8540,1,1,0.99987626,8,8.9178735e-05
8541,7,7,0.93561965,3,0.05661668
8542,6,6,0.9999538,5,4.2644348e-05
8543,1,1,0.9999878,4,6.0301795e-06
8544,2,2,0.9999996,3,3.2422992e-07
8545,1,1,0.999937,8,2.843367e-05
8546,6,6,0.9999936,5,4.969562e-06
8547,8,8,0.99999994,2,6.391763e-09
8548,0,0,0.999999,6,9.188949e-07
8549,1,1,0.99996907,8,2.2127017e-05
8550,2,2,0.9999947,7,5.11847e-06
8551,3,3,0.9999998,5,8.193723e-08
8552,4,4,0.9999996,2,3.0770923e-07
8553,5,5,0.99996036,3,3.93696e-05
8554,6,6,0.99999994,4,2.1686704e-08
8555,7,7,0.9999692,3,1.6187438e-05
8556,8,8,0.99999994,9,3.1271337e-09
8557,9,9,0.99999744,4,1.7873573e-06
8558,0,0,0.99982715,6,0.00017254519
8559,1,1,0.9999979,8,1.6042111e-06
8560,2,2,0.99999994,4,5.310087e-09
8561,3,3,0.9999998,5,7.108084e-08
8562,4,4,0.99999934,2,6.052734e-07
8563,5,5,0.9999742,9,2.5454936e-05
8564,6,6,0.9999991,0,6.184001e-07
8565,7,7,0.9933458,3,0.005632769
8566,8,8,0.99999994,3,1.3875089e-09
8567,0,0,0.99999696,2,2.5026459e-06
8568,1,1,0.99999744,8,9.030389e-07
8569,2,2,0.99999994,8,1.13998535e-08
8570,3,3,0.99999994,5,4.058762e-09
8571,5,5,0.9999996,3,2.5729153e-07
8572,6,6,0.9999998,4,7.734598e-08
8573,7,7,0.9999952,3,2.3219404e-06
8574,8,8,0.99999994,9,6.0663687e-09
8575,1,1,0.9997816,8,0.00015562213
8576,0,0,0.9999997,6,2.3901472e-07
8577,4,4,0.9999991,2,7.7734705e-07
8578,5,5,0.99999744,3,2.3927796e-06
8579,6,6,0.9999998,4,7.1606365e-08
8580,6,6,0.9999998,0,7.065991e-08
8581,3,3,0.99997026,8,2.9605018e-05
8582,4,4,0.9999998,2,7.5659386e-08
8583,4,4,0.9999979,2,1.4991643e-06
8584,2,2,0.9999954,3,4.3199525e-06
8585,8,8,0.99999994,3,2.3233687e-10
8586,1,1,0.99999017,8,7.6879805e-06
8587,0,0,0.99999934,6,5.457874e-07
8588,6,6,0.99999756,0,1.4035367e-06
8589,4,4,0.9999997,2,2.326702e-07
8590,9,9,0.99991876,8,7.994872e-05
8591,7,7,0.9991918,3,0.00064924185
8592,2,2,0.9999998,3,1.1640598e-07
8593,9,9,0.999971,8,2.5210125e-05
8594,2,2,0.9999966,8,2.61229e-06
8595,0,0,0.99999934,6,5.3596233e-07
8596,9,9,0.9995218,8,0.00037203875
8597,3,3,0.9998083,8,0.00019122363
8598,3,3,0.9999469,8,5.2499177e-05
8599,9,9,0.99999505,4,2.7852627e-06
8600,1,1,0.9999885,8,7.971162e-06
8601,5,5,0.99999446,3,5.2515866e-06
8602,2,2,0.9999997,3,2.0058765e-07
8603,3,3,0.99999315,8,6.230033e-06
8604,1,1,0.9999406,8,4.7738555e-05
8605,6,6,0.9999998,0,9.4399155e-08
8606,7,7,0.9988348,3,0.0007627612
8607,3,3,0.999441,5,0.0002947932
8608,7,7,0.99880403,3,0.0006097993
8609,8,8,0.99999994,9,1.1153037e-08
8610,4,4,0.9997139,2,0.00027200396
8611,0,0,0.99999887,6,9.667827e-07
8612,2,2,0.99999994,8,5.6186664e-09
8613,4,4,0.99999934,7,3.597804e-07
8614,0,0,0.9999997,2,1.8390183e-07
8615,2,2,0.9999829,8,1.5189795e-05
8616,4,4,0.99997514,7,1.4011014e-05
8617,7,7,0.9995211,2,0.00040936997
8618,8,8,0.99999994,9,3.5125775e-10
8619,0,0,0.9999997,2,1.6628731e-07
8620,7,7,0.999284,2,0.0006689747
8621,0,0,0.9999979,6,2.0228365e-06
8622,6,6,0.99999994,1,1.5734424e-08
8623,9,9,0.9999737,8,1.988756e-05
8624,3,3,0.9998992,5,0.00010069709
8625,2,2,0.99999994,8,7.7564e-09
8626,4,4,0.999999,2,9.4370137e-07
8627,8,8,0.99999994,9,9.560919e-09
8628,6,6,0.9999953,0,4.1033363e-06
8629,0,0,0.99999934,2,5.4060246e-07
8630,5,5,0.99999994,9,7.791928e-09
8631,7,7,0.99819213,2,0.0014285732
8632,5,5,0.9999998,3,1.4864094e-07
8633,1,1,0.9999724,8,9.970864e-06
8634,0,0,0.99999934,6,4.8079653e-07
8635,8,8,0.99999994,9,3.5563055e-08
8636,1,1,0.9999594,8,2.5560548e-05
8637,6,6,0.9998176,4,0.00018229445
8638,7,7,0.99993306,2,5.810993e-05
8639,2,2,0.9999998,3,1.0472537e-07
8640,9,9,0.9999793,4,1.5859208e-05
8641,7,7,0.9998138,3,0.00012924109
8642,9,9,0.9999979,8,2.0471496e-06
8643,5,5,0.9999997,3,2.5246527e-07
8644,6,6,0.9999997,0,1.8911156e-07
8645,5,5,0.9999996,3,2.1682096e-07
8646,2,2,0.99999994,0,1.4302493e-08
8647,6,6,0.9999998,8,5.6162687e-08
8648,2,2,0.99999875,8,1.1016016e-06
8649,8,8,0.99999994,9,1.106961e-10
8650,1,1,0.9998817,8,7.954337e-05
8651,7,7,0.99995846,2,3.459018e-05
8652,5,5,0.99999934,3,5.7715835e-07
8653,5,5,0.9996501,3,0.00034956192
8654,7,7,0.9979883,2,0.0012510493
8655,3,3,0.9999966,5,3.2559872e-06
8656,5,5,0.9999911,3,8.794488e-06
8657,0,0,0.999999,6,4.135291e-07
8658,1,1,0.9999768,8,1.9825944e-05
8659,1,1,0.9999878,8,5.6670233e-06
8660,3,3,0.99999994,5,8.480495e-09
8661,8,8,0.9999996,9,3.565074e-07
8662,4,4,0.9999582,2,4.1689702e-05
8663,9,9,0.99999315,8,6.652765e-06
8664,4,4,0.99905235,2,0.000946904
8665,5,5,0.99998313,3,1.6784481e-05
8666,1,1,0.99985886,8,9.9490695e-05
8667,8,8,0.99999994,6,1.01833715e-08
8668,6,6,0.99999994,4,1.6639607e-08
8669,8,8,0.99999994,9,4.830573e-10
8670,9,9,0.99999934,8,5.4672614e-07
8671,0,0,0.99999815,2,1.6192037e-06
8672,1,1,0.99999446,2,5.0311633e-06
8673,2,2,0.9999996,3,1.537554e-07
8674,3,3,0.99999934,5,3.7453648e-07
8675,4,4,0.99999994,8,4.6687763e-08
8676,5,5,0.99999994,3,3.1581607e-08
8677,6,6,0.99999994,4,4.065976e-09
8678,7,7,0.99993914,2,5.1999836e-05
8679,8,8,0.9999992,5,5.785724e-07
8680,9,9,0.9999921,4,5.764784e-06
8681,0,0,0.99970174,2,0.00028045347
8682,1,1,0.99998695,8,5.9261415e-06
8683,2,2,0.99999994,8,1.0299165e-08
8684,3,3,0.9999991,8,6.60705e-07
8685,4,4,0.9999998,8,1.5471224e-07
8686,5,5,0.9999984,3,1.2160366e-06
8687,6,6,0.9999997,4,1.2195238e-07
8688,7,7,0.9994434,2,0.00045843003
8689,8,8,0.99999994,5,4.321146e-10
8690,9,9,0.9999979,8,1.285597e-06
8691,0,0,0.99852496,8,0.0011132091
8692,1,1,0.99999636,8,2.1992985e-06
8693,2,2,0.99999994,4,1.1445803e-08
8694,3,3,0.9999998,5,1.0064293e-07
8695,4,4,0.9999991,8,8.318897e-07
8696,5,5,0.99999875,8,7.361485e-07
8697,6,6,0.99999994,4,1.0090796e-08
8698,7,7,0.99999195,9,3.1427257e-06
8699,8,8,0.99999994,5,2.3482745e-09
8700,9,9,0.99999267,4,6.214898e-06
8701,3,3,0.9999998,5,7.808281e-08
8702,5,5,0.9999998,8,1.3155262e-07
8703,3,3,0.99998933,8,1.0142765e-05
8704,2,2,0.9999992,7,7.137687e-07
8705,9,9,0.99999493,4,4.173378e-06
8706,3,3,0.9999998,8,1.1192849e-07
8707,2,2,0.99999994,7,2.1548854e-09
8708,1,1,0.99999386,2,4.092009e-06
8709,4,4,0.99999934,8,5.354494e-07
8710,5,5,0.9999997,6,1.0392386e-07
8711,5,5,0.9999998,3,1.04654085e-07
8712,2,2,0.9999992,3,5.8133674e-07
8713,3,3,0.9999992,5,6.592549e-07
8714,2,2,0.9999996,8,2.2131783e-07
8715,1,1,0.99998873,2,4.0554078e-06
8716,3,3,0.9999998,5,1.2163044e-07
8717,9,9,0.999976,4,2.317225e-05
8718,7,7,0.99950725,3,0.00038667716
8719,2,2,0.9999992,1,6.8890034e-07
8720,1,1,0.9999998,8,1.17790265e-07
8721,2,2,0.99999946,7,3.8601453e-07
8722,8,8,0.9999978,5,1.8813937e-06
8723,9,9,0.9996598,8,0.00033993777
8724,1,1,0.99999803,2,1.0408443e-06
8725,8,8,0.99999994,3,8.166213e-09
8726,8,8,0.99999994,9,5.9493782e-08
8727,7,7,0.99994177,3,4.0661704e-05
8728,8,8,0.9999998,9,9.151487e-08
8729,1,1,0.9999834,2,1.3776356e-05
8730,0,0,0.9999917,4,3.8326284e-06
8731,0,0,0.99999887,2,6.352694e-07
8732,6,6,0.9999998,4,9.549496e-08
8733,7,7,0.9998529,2,0.0001360403
8734,7,7,0.99995345,2,2.670949e-05
8735,8,8,0.9999891,9,1.0324372e-05
8736,7,7,0.99985814,9,0.00012757718
8737,5,5,0.99999994,6,3.5959484e-08
8738,0,0,0.999635,4,0.0002558604
8739,6,6,0.9999998,5,1.00323824e-07
8740,1,1,0.9999972,8,1.6267538e-06
8741,5,5,0.9999998,3,9.63376e-08
8742,7,7,0.9965615,2,0.0034183487
8743,4,4,0.9999998,8,1.619624e-07
8744,6,6,0.999999,5,4.9414666e-07
8745,1,1,0.9999986,2,8.6919573e-07
8746,2,2,0.99999994,3,7.793147e-09
8747,5,5,0.99999994,9,1.8591018e-09
8748,0,0,0.9999992,2,6.304948e-07
8749,7,7,0.99992925,3,5.3769454e-05
8750,9,9,0.99999136,4,6.573102e-06
8751,9,9,0.99999887,8,4.3119266e-07
8752,0,0,0.9999986,2,6.238619e-07
8753,3,3,0.9999992,8,4.6149282e-07
8754,4,4,0.99999994,8,1.3556575e-08
8755,4,4,0.9999992,2,4.9002875e-07
8756,8,8,0.9999954,9,4.005982e-06
8757,4,4,0.99999875,8,1.2021804e-06
8758,1,1,0.99999386,2,3.7991963e-06
8759,8,8,0.99999744,9,2.3018183e-06
8760,6,6,0.99999994,8,1.6238564e-08
8761,5,5,0.9999997,8,7.677861e-08
8762,9,9,0.9999934,8,5.910765e-06
8763,0,0,0.99999565,2,2.436562e-06
8764,0,0,0.99999124,2,8.3849445e-06
8765,0,0,0.9998524,2,0.00012862009
8766,3,3,0.99999994,5,2.2241636e-08
8767,7,7,0.9999736,2,1.8486311e-05
8768,1,1,0.99999386,2,5.2719565e-06
8769,6,6,0.9999992,0,4.262977e-07
8770,4,4,0.9999929,8,6.78161e-06
8771,6,6,0.99999994,4,7.1452444e-09
8772,0,0,0.99999636,2,1.4163493e-06
8773,4,4,0.9999911,8,8.16047e-06
8774,5,5,0.99999994,3,3.232524e-08
8775,4,4,0.9999873,8,1.2580186e-05
8776,1,1,0.9999389,2,4.3307617e-05
8777,3,3,0.99999994,5,2.1668553e-08
8778,8,8,0.9999996,9,2.3468004e-07
8779,6,6,0.99999994,5,1.299183e-08
8780,3,3,0.99999994,5,7.21104e-10
8781,9,9,0.9939987,8,0.0059911585
8782,9,9,0.99997896,8,2.0912496e-05
8783,5,5,0.9999992,8,5.902758e-07
8784,9,9,0.99999696,4,2.1520564e-06
8785,3,3,0.9999971,5,2.7209553e-06
8786,7,7,0.99965453,3,0.00019118546
8787,8,8,0.9999997,9,2.4379258e-07
8788,5,5,0.9999847,3,1.5256168e-05
8789,6,6,0.99999994,4,3.4270002e-08
8790,4,4,0.9999998,8,7.759525e-08
8791,7,7,0.99962515,3,0.0003072717
8792,6,6,0.999999,4,9.974539e-07
8793,2,2,0.99999994,3,1.3795771e-08
8794,2,2,0.99999994,7,2.9094116e-08
8795,0,0,0.999971,2,1.5947935e-05
8796,9,9,0.99999946,4,3.4175358e-07
8797,4,4,0.9999916,8,8.167108e-06
8798,0,0,0.9999936,9,3.3976096e-06
8799,1,1,0.9999984,8,8.294175e-07
8800,2,2,0.99999994,8,2.1804891e-10
8801,3,3,0.99999994,5,5.0235236e-08
8802,4,4,0.99999994,2,4.0775144e-10
8803,5,5,0.99999994,8,6.0887184e-09
8804,6,6,0.99999803,4,1.8532153e-06
8805,7,7,0.9999785,3,1.4953521e-05
8806,8,8,0.9999986,4,7.497725e-07
8807,9,9,0.99998647,5,8.49153e-06
8808,0,0,0.999999,2,6.6188045e-07
8809,1,1,0.99999636,4,1.2172675e-06
8810,2,2,0.9999996,7,2.3045324e-07
8811,3,3,0.9999998,5,8.5095515e-08
8812,4,4,0.9999978,8,1.793368e-06
8813,5,5,0.99999994,8,1.4734088e-08
8814,6,6,0.9999996,4,3.042543e-07
8815,7,7,0.9998481,3,0.00012630383
8816,8,8,0.99998945,2,9.954787e-06
8817,9,9,0.9999984,5,1.0037905e-06
8818,0,0,0.9999171,2,8.19924e-05
8819,1,1,0.9999842,7,1.2180104e-05
8820,2,2,0.9999996,8,2.203955e-07
8821,3,3,0.9999996,5,4.0962234e-07
8822,4,4,0.9999942,8,5.621586e-06
8823,5,5,0.9999998,8,4.3881098e-08
8824,6,6,0.999999,4,4.4026118e-07
8825,7,7,0.99977875,3,0.00021173693
8826,8,8,0.9999986,2,1.2797105e-06
8827,9,9,0.99999875,5,6.495905e-07
8828,6,6,0.99999994,5,4.5290015e-08
8829,4,4,0.9999997,9,2.1489232e-07
8830,2,2,0.99999994,8,3.053501e-08
8831,6,6,0.99999994,4,4.0674674e-08
8832,4,4,0.9999997,8,7.43748e-08
8833,7,7,0.9999966,9,1.7084631e-06
8834,5,5,0.99999994,8,1.8794573e-08
8835,5,5,0.99999994,6,2.0715653e-10
8836,4,4,0.9999953,7,4.4713147e-06
8837,7,7,0.99990195,2,9.053024e-05
8838,2,2,0.99999994,8,3.140361e-09
8839,9,9,0.99997765,8,1.0811267e-05
8840,3,3,0.99999994,8,9.3749035e-09
8841,9,9,0.99999946,4,4.862312e-07
8842,3,3,0.99999136,5,8.547446e-06
8843,8,8,0.99999934,2,4.7972844e-07
8844,2,2,0.99999994,8,3.0215208e-08
8845,0,0,0.9999997,2,1.4421053e-07
8846,9,9,0.9999905,8,6.186376e-06
8847,5,5,0.9999936,6,3.304868e-06
8848,6,6,0.9999997,4,1.9744657e-07
8849,0,0,0.9999984,9,6.979921e-07
8850,1,1,0.9999986,8,7.027506e-07
8851,0,0,0.9999879,2,1.1041754e-05
8852,6,6,0.99999994,4,9.787799e-09
8853,5,5,0.9999985,8,1.3899778e-06
8854,3,3,0.99999994,5,4.3693106e-08
8855,5,5,0.99999994,9,5.62598e-09
8856,3,3,0.9999978,5,2.1899502e-06
8857,8,8,0.99999946,2,4.3588685e-07
8858,0,0,0.9999985,2,9.509709e-07
8859,0,0,0.99999803,9,1.1257763e-06
8860,3,3,0.9999997,5,2.9460867e-07
8861,4,4,0.9999996,8,2.0661852e-07
8862,1,1,0.99999064,2,6.9490193e-06
8863,5,5,0.9999998,6,8.21477e-08
8864,3,3,0.9999997,5,2.6084356e-07
8865,0,0,0.99997026,2,2.4209205e-05
